"cds_id","gene","locus_tag","protein","protein_id"
"lcl_NZ_CP166677.1_cds_WP_054019158.1_201","argC","ABFT21_RS01020","N-acetyl-gamma-glutamyl-phosphate reductase","WP_054019158.1"
"lcl_NZ_CP166677.1_cds_WP_054019157.1_202",NA,"ABFT21_RS01025","2-dehydropantoate 2-reductase","WP_054019157.1"
"lcl_NZ_CP166677.1_cds_WP_054019156.1_203",NA,"ABFT21_RS01030","GNAT family N-acetyltransferase","WP_054019156.1"
"lcl_NZ_CP166677.1_cds_WP_054019155.1_204",NA,"ABFT21_RS01035","ParA family protein","WP_054019155.1"
"lcl_NZ_CP166677.1_cds_WP_054019154.1_205",NA,"ABFT21_RS01040","LysE family translocator","WP_054019154.1"
"lcl_NZ_CP166677.1_cds_WP_054019153.1_206","rsmG","ABFT21_RS01045","16S rRNA (guanine(527)-N(7))-methyltransferase RsmG","WP_054019153.1"
"lcl_NZ_CP166677.1_cds_WP_054019152.1_207","mnmG","ABFT21_RS01050","tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","WP_054019152.1"
"lcl_NZ_CP166677.1_cds_WP_054019151.1_208",NA,"ABFT21_RS01055","YkgJ family cysteine cluster protein","WP_054019151.1"
"lcl_NZ_CP166677.1_cds_WP_054019150.1_209",NA,"ABFT21_RS01060","DUF2061 domain-containing protein","WP_054019150.1"
"lcl_NZ_CP166677.1_cds_WP_197284581.1_210",NA,"ABFT21_RS01065","peptidase domain-containing ABC transporter","WP_197284581.1"
"lcl_NZ_CP166677.1_cds_WP_197284580.1_211",NA,"ABFT21_RS01070","HlyD family secretion protein","WP_197284580.1"
"lcl_NZ_CP166677.1_cds_WP_463938042.1_212",NA,"ABFT21_RS01075","thioredoxin family protein","WP_463938042.1"
"lcl_NZ_CP166677.1_cds_WP_054019146.1_213",NA,"ABFT21_RS01080","hypothetical protein","WP_054019146.1"
"lcl_NZ_CP166677.1_cds_WP_054019145.1_214",NA,"ABFT21_RS01085","helix-turn-helix transcriptional regulator","WP_054019145.1"
"lcl_NZ_CP166677.1_cds_WP_054019144.1_215",NA,"ABFT21_RS01090","hypothetical protein","WP_054019144.1"
"lcl_NZ_CP166677.1_cds_WP_197284579.1_216",NA,"ABFT21_RS01095","LysR substrate-binding domain-containing protein","WP_197284579.1"
"lcl_NZ_CP166677.1_cds_WP_054019142.1_217","pcaH","ABFT21_RS01100","protocatechuate 3,4-dioxygenase subunit beta","WP_054019142.1"
"lcl_NZ_CP166677.1_cds_WP_054019141.1_218","pcaG","ABFT21_RS01105","protocatechuate 3,4-dioxygenase subunit alpha","WP_054019141.1"
"lcl_NZ_CP166677.1_cds_WP_054019140.1_219",NA,"ABFT21_RS01110","serine/threonine-protein kinase","WP_054019140.1"
"lcl_NZ_CP166677.1_cds_WP_054019139.1_220",NA,"ABFT21_RS01115","dioxygenase family protein","WP_054019139.1"
"lcl_NZ_CP166677.1_cds_WP_054019138.1_221",NA,"ABFT21_RS01120","3-deoxy-7-phosphoheptulonate synthase","WP_054019138.1"
"lcl_NZ_CP166677.1_cds_WP_082368040.1_222","cfa","ABFT21_RS01125","cyclopropane fatty acyl phospholipid synthase","WP_082368040.1"
"lcl_NZ_CP166677.1_cds_WP_054019137.1_223","tldD","ABFT21_RS01130","metalloprotease TldD","WP_054019137.1"
"lcl_NZ_CP166677.1_cds_WP_231638022.1_224","rsmI","ABFT21_RS01135","16S rRNA (cytidine(1402)-2'-O)-methyltransferase","WP_231638022.1"
"lcl_NZ_CP166677.1_cds_WP_054019136.1_225",NA,"ABFT21_RS01140","YraN family protein","WP_054019136.1"
"lcl_NZ_CP166677.1_cds_WP_054019135.1_226",NA,"ABFT21_RS01145","phosphoheptose isomerase","WP_054019135.1"
"lcl_NZ_CP166677.1_cds_WP_054019134.1_227",NA,"ABFT21_RS01150","BON domain-containing protein","WP_054019134.1"
"lcl_NZ_CP166677.1_cds_WP_054019133.1_228",NA,"ABFT21_RS01155","NAD(P)-dependent oxidoreductase","WP_054019133.1"
"lcl_NZ_CP166677.1_cds_WP_054019132.1_229",NA,"ABFT21_RS01160","PilT/PilU family type 4a pilus ATPase","WP_054019132.1"
"lcl_NZ_CP166677.1_cds_WP_054019131.1_230",NA,"ABFT21_RS01165","type IV pilus twitching motility protein PilT","WP_054019131.1"
"lcl_NZ_CP166677.1_cds_WP_054019130.1_231",NA,"ABFT21_RS01170","YggS family pyridoxal phosphate-dependent enzyme","WP_054019130.1"
"lcl_NZ_CP166677.1_cds_WP_054019129.1_232",NA,"ABFT21_RS01175","Lrp/AsnC ligand binding domain-containing protein","WP_054019129.1"
"lcl_NZ_CP166677.1_cds_WP_082368039.1_233","putA","ABFT21_RS01180","bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA","WP_082368039.1"
"lcl_NZ_CP166677.1_cds_WP_054019128.1_234","proC","ABFT21_RS01185","pyrroline-5-carboxylate reductase","WP_054019128.1"
"lcl_NZ_CP166677.1_cds_WP_054019127.1_235",NA,"ABFT21_RS01190","Glu/Leu/Phe/Val family dehydrogenase","WP_054019127.1"
"lcl_NZ_CP166677.1_cds_WP_054019126.1_236","ubiA","ABFT21_RS01195","4-hydroxybenzoate octaprenyltransferase","WP_054019126.1"
"lcl_NZ_CP166677.1_cds_WP_054019125.1_237","glcF","ABFT21_RS01200","glycolate oxidase subunit GlcF","WP_054019125.1"
"lcl_NZ_CP166677.1_cds_WP_054019124.1_238","glcE","ABFT21_RS01205","glycolate oxidase subunit GlcE","WP_054019124.1"
"lcl_NZ_CP166677.1_cds_WP_054019181.1_239",NA,"ABFT21_RS01210","FAD-linked oxidase C-terminal domain-containing protein","WP_054019181.1"
"lcl_NZ_CP166677.1_cds_WP_054019123.1_240",NA,"ABFT21_RS01215","FIST signal transduction protein","WP_054019123.1"
"lcl_NZ_CP166677.1_cds_WP_054019122.1_241",NA,"ABFT21_RS01220","PhaM family polyhydroxyalkanoate granule multifunctional regulatory protein","WP_054019122.1"
"lcl_NZ_CP166677.1_cds_WP_054019121.1_242",NA,"ABFT21_RS01225","retropepsin-like aspartic protease family protein","WP_054019121.1"
"lcl_NZ_CP166677.1_cds_WP_054019120.1_243",NA,"ABFT21_RS01230","hypothetical protein","WP_054019120.1"
"lcl_NZ_CP166677.1_cds_WP_197284578.1_244",NA,"ABFT21_RS01235","DUF3108 domain-containing protein","WP_197284578.1"
"lcl_NZ_CP166677.1_cds_WP_054019118.1_245",NA,"ABFT21_RS01240","BTH_I0359 family protein","WP_054019118.1"
"lcl_NZ_CP166677.1_cds_WP_054019117.1_246",NA,"ABFT21_RS01245","ATP-binding protein","WP_054019117.1"
"lcl_NZ_CP166677.1_cds_WP_054019116.1_247",NA,"ABFT21_RS01250","putative bifunctional diguanylate cyclase/phosphodiesterase","WP_054019116.1"
"lcl_NZ_CP166677.1_cds_WP_054019115.1_248",NA,"ABFT21_RS01255","homocysteine S-methyltransferase family protein","WP_054019115.1"
"lcl_NZ_CP166677.1_cds_WP_480338659.1_249",NA,"ABFT21_RS01260","HD-GYP domain-containing protein","WP_480338659.1"
"lcl_NZ_CP166677.1_cds_WP_082368037.1_250","metH","ABFT21_RS01265","methionine synthase","WP_082368037.1"
"lcl_NZ_CP166677.1_cds_WP_054019113.1_251",NA,"ABFT21_RS01270","amidase","WP_054019113.1"
"lcl_NZ_CP166677.1_cds_WP_082368036.1_252",NA,"ABFT21_RS01275","histidine kinase","WP_082368036.1"
"lcl_NZ_CP166677.1_cds_WP_054019112.1_253",NA,"ABFT21_RS01280","hypothetical protein","WP_054019112.1"
"lcl_NZ_CP166677.1_cds_WP_054019111.1_254",NA,"ABFT21_RS01285","LytR/AlgR family response regulator transcription factor","WP_054019111.1"
"lcl_NZ_CP166677.1_cds_WP_054019110.1_255",NA,"ABFT21_RS01290","FecR family protein","WP_054019110.1"
"lcl_NZ_CP166677.1_cds_WP_054019109.1_256",NA,"ABFT21_RS01295","Tll0287-like domain-containing protein","WP_054019109.1"
"lcl_NZ_CP166677.1_cds_WP_054019108.1_257",NA,"ABFT21_RS01300","protein kinase domain-containing protein","WP_054019108.1"
"lcl_NZ_CP166677.1_cds_WP_054019107.1_258",NA,"ABFT21_RS01305","sensor domain-containing diguanylate cyclase","WP_054019107.1"
"lcl_NZ_CP166677.1_cds_WP_054019179.1_259",NA,"ABFT21_RS01310","ATP-dependent helicase","WP_054019179.1"
"lcl_NZ_CP166677.1_cds_WP_054019106.1_260",NA,"ABFT21_RS01315","AEC family transporter","WP_054019106.1"
"lcl_NZ_CP166677.1_cds_WP_054019105.1_261",NA,"ABFT21_RS01320","type II toxin-antitoxin system RelE/ParE family toxin","WP_054019105.1"
"lcl_NZ_CP166677.1_cds_WP_054019178.1_262",NA,"ABFT21_RS01325","YlcI/YnfO family protein","WP_054019178.1"
"lcl_NZ_CP166677.1_cds_WP_054019104.1_263",NA,"ABFT21_RS01330","isochorismatase family protein","WP_054019104.1"
"lcl_NZ_CP166677.1_cds_WP_054019103.1_264",NA,"ABFT21_RS01335","GFA family protein","WP_054019103.1"
"lcl_NZ_CP166677.1_cds_WP_054019102.1_265",NA,"ABFT21_RS01340","GNAT family N-acetyltransferase","WP_054019102.1"
"lcl_NZ_CP166677.1_cds_WP_054019101.1_266",NA,"ABFT21_RS01345","DJ-1/PfpI family protein","WP_054019101.1"
"lcl_NZ_CP166677.1_cds_WP_054019100.1_267",NA,"ABFT21_RS01350","hypothetical protein","WP_054019100.1"
"lcl_NZ_CP166677.1_cds_WP_054019099.1_268",NA,"ABFT21_RS01355","TonB-dependent receptor family protein","WP_054019099.1"
"lcl_NZ_CP166677.1_cds_WP_054019098.1_269",NA,"ABFT21_RS01360","PepSY-associated TM helix domain-containing protein","WP_054019098.1"
"lcl_NZ_CP166677.1_cds_WP_054019097.1_270",NA,"ABFT21_RS01365","cupin","WP_054019097.1"
"lcl_NZ_CP166677.1_cds_WP_054019096.1_271",NA,"ABFT21_RS01370","NUDIX hydrolase","WP_054019096.1"
"lcl_NZ_CP166677.1_cds_WP_054019095.1_272",NA,"ABFT21_RS01375","dihydrofolate reductase family protein","WP_054019095.1"
"lcl_NZ_CP166677.1_cds_WP_054019094.1_273",NA,"ABFT21_RS01380","VOC family protein","WP_054019094.1"
"lcl_NZ_CP166677.1_cds_WP_054019093.1_274",NA,"ABFT21_RS01385","GNAT family N-acetyltransferase","WP_054019093.1"
"lcl_NZ_CP166677.1_cds_WP_054019092.1_275",NA,"ABFT21_RS01390","SDR family oxidoreductase","WP_054019092.1"
"lcl_NZ_CP166677.1_cds_WP_054019091.1_276","sigJ","ABFT21_RS01395","RNA polymerase sigma factor SigJ","WP_054019091.1"
"lcl_NZ_CP166677.1_cds_WP_054019090.1_277",NA,"ABFT21_RS01400","DUF4256 domain-containing protein","WP_054019090.1"
"lcl_NZ_CP166677.1_cds_WP_197284577.1_278",NA,"ABFT21_RS01405","ATP-binding protein","WP_197284577.1"
"lcl_NZ_CP166677.1_cds_WP_054019088.1_279",NA,"ABFT21_RS01410","GNAT family N-acetyltransferase","WP_054019088.1"
"lcl_NZ_CP166677.1_cds_WP_054019087.1_280",NA,"ABFT21_RS01415","hypothetical protein","WP_054019087.1"
"lcl_NZ_CP166677.1_cds_WP_054022042.1_281",NA,"ABFT21_RS01420","DUF4286 family protein","WP_054022042.1"
"lcl_NZ_CP166677.1_cds_WP_054022041.1_282",NA,"ABFT21_RS01425","hypothetical protein","WP_054022041.1"
"lcl_NZ_CP166677.1_cds_WP_054022040.1_283",NA,"ABFT21_RS01430","alpha/beta hydrolase family protein","WP_054022040.1"
"lcl_NZ_CP166677.1_cds_WP_054022039.1_284",NA,"ABFT21_RS01435","VOC family protein","WP_054022039.1"
"lcl_NZ_CP166677.1_cds_WP_054022038.1_285",NA,"ABFT21_RS01440","TspO/MBR family protein","WP_054022038.1"
"lcl_NZ_CP166677.1_cds_WP_054022037.1_286",NA,"ABFT21_RS01445","VOC family protein","WP_054022037.1"
"lcl_NZ_CP166677.1_cds_WP_054022036.1_287","arfB","ABFT21_RS01450","alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB","WP_054022036.1"
"lcl_NZ_CP166677.1_cds_WP_054022045.1_288",NA,"ABFT21_RS01455","hypothetical protein","WP_054022045.1"
"lcl_NZ_CP166677.1_cds_WP_054022035.1_289",NA,"ABFT21_RS01460","polyhydroxyalkanoate granule-associated phasin","WP_054022035.1"
"lcl_NZ_CP166677.1_cds_WP_054022034.1_290",NA,"ABFT21_RS01465","hypothetical protein","WP_054022034.1"
"lcl_NZ_CP166677.1_cds_WP_054022033.1_291",NA,"ABFT21_RS01470","hypothetical protein","WP_054022033.1"
"lcl_NZ_CP166677.1_cds_WP_082368568.1_292",NA,"ABFT21_RS01475","nucleotide triphosphate diphosphatase NUDT15","WP_082368568.1"
"lcl_NZ_CP166677.1_cds_WP_054022032.1_293",NA,"ABFT21_RS01480","VOC family protein","WP_054022032.1"
"lcl_NZ_CP166677.1_cds_WP_054022031.1_294",NA,"ABFT21_RS01485","serine/threonine-protein kinase","WP_054022031.1"
"lcl_NZ_CP166677.1_cds_WP_054022043.1_295",NA,"ABFT21_RS01490","VOC family protein","WP_054022043.1"
"lcl_NZ_CP166677.1_cds_WP_463938043.1_296",NA,"ABFT21_RS01495","methyl-accepting chemotaxis protein","WP_463938043.1"
"lcl_NZ_CP166677.1_cds_WP_054021532.1_297",NA,"ABFT21_RS01500","LysR family transcriptional regulator","WP_054021532.1"
"lcl_NZ_CP166677.1_cds_WP_054021533.1_298",NA,"ABFT21_RS01505","dihydrodipicolinate synthase family protein","WP_054021533.1"
"lcl_NZ_CP166677.1_cds_WP_231638198.1_299",NA,"ABFT21_RS01510","mandelate racemase/muconate lactonizing enzyme family protein","WP_231638198.1"
"lcl_NZ_CP166677.1_cds_WP_054021534.1_300",NA,"ABFT21_RS01515","tripartite tricarboxylate transporter substrate binding protein","WP_054021534.1"
"lcl_NZ_CP166677.1_cds_WP_054021535.1_301",NA,"ABFT21_RS01520","hypothetical protein","WP_054021535.1"
"lcl_NZ_CP166677.1_cds_WP_157549122.1_302",NA,"ABFT21_RS01525","hypothetical protein","WP_157549122.1"
"lcl_NZ_CP166677.1_cds_WP_054021537.1_303",NA,"ABFT21_RS01530","energy transducer TonB","WP_054021537.1"
"lcl_NZ_CP166677.1_cds_WP_157549124.1_304",NA,"ABFT21_RS01535","energy transducer TonB","WP_157549124.1"
"lcl_NZ_CP166677.1_cds_WP_054021539.1_305",NA,"ABFT21_RS01540","DUF1398 domain-containing protein","WP_054021539.1"
"lcl_NZ_CP166677.1_cds_WP_054021540.1_306",NA,"ABFT21_RS01545","MarR family winged helix-turn-helix transcriptional regulator","WP_054021540.1"
"lcl_NZ_CP166677.1_cds_WP_439951451.1_307",NA,"ABFT21_RS01550","primosomal protein N'","WP_439951451.1"
"lcl_NZ_CP166677.1_cds_WP_054021541.1_308","hemE","ABFT21_RS01555","uroporphyrinogen decarboxylase","WP_054021541.1"
"lcl_NZ_CP166677.1_cds_WP_054021542.1_309","cysK","ABFT21_RS01560","cysteine synthase A","WP_054021542.1"
"lcl_NZ_CP166677.1_cds_WP_054021543.1_310",NA,"ABFT21_RS01565","nuclear transport factor 2 family protein","WP_054021543.1"
"lcl_NZ_CP166677.1_cds_WP_054021544.1_311",NA,"ABFT21_RS01570","exopolyphosphatase","WP_054021544.1"
"lcl_NZ_CP166677.1_cds_WP_054021545.1_312",NA,"ABFT21_RS01575","hypothetical protein","WP_054021545.1"
"lcl_NZ_CP166677.1_cds_WP_054021546.1_313",NA,"ABFT21_RS01580","LemA family protein","WP_054021546.1"
"lcl_NZ_CP166677.1_cds_WP_082368485.1_314",NA,"ABFT21_RS01585","TPM domain-containing protein","WP_082368485.1"
"lcl_NZ_CP166677.1_cds_WP_054021547.1_315",NA,"ABFT21_RS01590","TPM domain-containing protein","WP_054021547.1"
"lcl_NZ_CP166677.1_cds_WP_054021548.1_316",NA,"ABFT21_RS01595","metallophosphoesterase family protein","WP_054021548.1"
"lcl_NZ_CP166677.1_cds_WP_054021549.1_317",NA,"ABFT21_RS01600","universal stress protein","WP_054021549.1"
"lcl_NZ_CP166677.1_cds_WP_054021550.1_318",NA,"ABFT21_RS01605","hypothetical protein","WP_054021550.1"
"lcl_NZ_CP166677.1_cds_WP_054021551.1_319",NA,"ABFT21_RS01610","LysR family transcriptional regulator ArgP","WP_054021551.1"
"lcl_NZ_CP166677.1_cds_WP_082368486.1_320",NA,"ABFT21_RS01615","LysE/ArgO family amino acid transporter","WP_082368486.1"
"lcl_NZ_CP166677.1_cds_WP_369691164.1_321",NA,"ABFT21_RS01620","D-amino acid dehydrogenase","WP_369691164.1"
"lcl_NZ_CP166677.1_cds_WP_054021553.1_322",NA,"ABFT21_RS01625","Bug family tripartite tricarboxylate transporter substrate binding protein","WP_054021553.1"
"lcl_NZ_CP166677.1_cds_WP_082368487.1_323",NA,"ABFT21_RS01630","methylated-DNA--[protein","WP_082368487.1"
"lcl_NZ_CP166677.1_cds_WP_054021554.1_324",NA,"ABFT21_RS01635","S1 family peptidase","WP_054021554.1"
"lcl_NZ_CP166677.1_cds_WP_054021555.1_325",NA,"ABFT21_RS01640","FHA domain-containing protein","WP_054021555.1"
"lcl_NZ_CP166677.1_cds_WP_054021556.1_326","ylqF","ABFT21_RS01645","ribosome biogenesis GTPase YlqF","WP_054021556.1"
"lcl_NZ_CP166677.1_cds_WP_231638199.1_327",NA,"ABFT21_RS01650","tripartite tricarboxylate transporter substrate binding protein","WP_231638199.1"
"lcl_NZ_CP166677.1_cds_WP_054021558.1_328",NA,"ABFT21_RS01655","polysaccharide deacetylase family protein","WP_054021558.1"
"lcl_NZ_CP166677.1_cds_WP_054021559.1_329",NA,"ABFT21_RS01660","GntR family transcriptional regulator","WP_054021559.1"
"lcl_NZ_CP166677.1_cds_WP_054021560.1_330",NA,"ABFT21_RS01665","aspartate/glutamate racemase family protein","WP_054021560.1"
"lcl_NZ_CP166677.1_cds_WP_054021561.1_331",NA,"ABFT21_RS01670","DUF2845 domain-containing protein","WP_054021561.1"
"lcl_NZ_CP166677.1_cds_WP_197284710.1_332",NA,"ABFT21_RS01675","head GIN domain-containing protein","WP_197284710.1"
"lcl_NZ_CP166677.1_cds_WP_054021563.1_333",NA,"ABFT21_RS01680","LytR/AlgR family response regulator transcription factor","WP_054021563.1"
"lcl_NZ_CP166677.1_cds_WP_054021564.1_334",NA,"ABFT21_RS01685","sensor histidine kinase","WP_054021564.1"
"lcl_NZ_CP166677.1_cds_WP_259375171.1_335",NA,"ABFT21_RS01690","DUF3237 domain-containing protein","WP_259375171.1"
"lcl_NZ_CP166677.1_cds_WP_054021567.1_336",NA,"ABFT21_RS01695","helix-turn-helix transcriptional regulator","WP_054021567.1"
"lcl_NZ_CP166677.1_cds_WP_082368488.1_337",NA,"ABFT21_RS01700","Bug family tripartite tricarboxylate transporter substrate binding protein","WP_082368488.1"
"lcl_NZ_CP166677.1_cds_WP_197284711.1_338",NA,"ABFT21_RS01705","CAP domain-containing protein","WP_197284711.1"
"lcl_NZ_CP166677.1_cds_WP_054021569.1_339",NA,"ABFT21_RS01710","DUF1697 domain-containing protein","WP_054021569.1"
"lcl_NZ_CP166677.1_cds_WP_054021570.1_340",NA,"ABFT21_RS01715","GNAT family N-acetyltransferase","WP_054021570.1"
"lcl_NZ_CP166677.1_cds_WP_082368489.1_341",NA,"ABFT21_RS01720","formylglycine-generating enzyme family protein","WP_082368489.1"
"lcl_NZ_CP166677.1_cds_WP_054019914.1_342",NA,"ABFT21_RS01725","CAP domain-containing protein","WP_054019914.1"
"lcl_NZ_CP166677.1_cds_WP_054019915.1_343",NA,"ABFT21_RS01730","ATP-binding protein","WP_054019915.1"
"lcl_NZ_CP166677.1_cds_WP_054019916.1_344",NA,"ABFT21_RS01735","DMT family transporter","WP_054019916.1"
"lcl_NZ_CP166677.1_cds_WP_054019917.1_345",NA,"ABFT21_RS01740","carboxymuconolactone decarboxylase family protein","WP_054019917.1"
"lcl_NZ_CP166677.1_cds_ABFT21_RS01745_346",NA,"ABFT21_RS01745","haloalkane dehalogenase",NA
"lcl_NZ_CP166677.1_cds_WP_054019919.1_347",NA,"ABFT21_RS01750","LysR family transcriptional regulator","WP_054019919.1"
"lcl_NZ_CP166677.1_cds_WP_054019920.1_348",NA,"ABFT21_RS01755","helix-turn-helix transcriptional regulator","WP_054019920.1"
"lcl_NZ_CP166677.1_cds_WP_054019921.1_349",NA,"ABFT21_RS01760","xanthine dehydrogenase family protein molybdopterin-binding subunit","WP_054019921.1"
"lcl_NZ_CP166677.1_cds_WP_054019922.1_350",NA,"ABFT21_RS01765","(2Fe-2S)-binding protein","WP_054019922.1"
"lcl_NZ_CP166677.1_cds_WP_082368207.1_351",NA,"ABFT21_RS01770","TetR/AcrR family transcriptional regulator","WP_082368207.1"
"lcl_NZ_CP166677.1_cds_WP_054019924.1_352","acuI","ABFT21_RS01775","acrylyl-CoA reductase (NADPH)","WP_054019924.1"
"lcl_NZ_CP166677.1_cds_WP_197284622.1_353",NA,"ABFT21_RS01780","enoyl-CoA hydratase/isomerase family protein","WP_197284622.1"
"lcl_NZ_CP166677.1_cds_WP_231638091.1_354",NA,"ABFT21_RS01785","nuclear transport factor 2 family protein","WP_231638091.1"
"lcl_NZ_CP166677.1_cds_WP_054019925.1_355",NA,"ABFT21_RS01790","alpha/beta fold hydrolase","WP_054019925.1"
"lcl_NZ_CP166677.1_cds_WP_054019926.1_356",NA,"ABFT21_RS01795","alpha/beta fold hydrolase","WP_054019926.1"
"lcl_NZ_CP166677.1_cds_WP_054019927.1_357",NA,"ABFT21_RS01800","SDR family NAD(P)-dependent oxidoreductase","WP_054019927.1"
"lcl_NZ_CP166677.1_cds_WP_054019928.1_358",NA,"ABFT21_RS01805","GlxA family transcriptional regulator","WP_054019928.1"
"lcl_NZ_CP166677.1_cds_WP_231638092.1_359",NA,"ABFT21_RS01810","hypothetical protein","WP_231638092.1"
"lcl_NZ_CP166677.1_cds_WP_054019929.1_360",NA,"ABFT21_RS01815","serine/threonine protein phosphatase","WP_054019929.1"
"lcl_NZ_CP166677.1_cds_WP_393938220.1_361",NA,"ABFT21_RS01820","type II toxin-antitoxin system RelE/ParE family toxin","WP_393938220.1"
"lcl_NZ_CP166677.1_cds_WP_054019931.1_362",NA,"ABFT21_RS01825","type II toxin-antitoxin system ParD family antitoxin","WP_054019931.1"
"lcl_NZ_CP166677.1_cds_WP_054019933.1_363",NA,"ABFT21_RS01830","acetamidase/formamidase family protein","WP_054019933.1"
"lcl_NZ_CP166677.1_cds_WP_054019934.1_364",NA,"ABFT21_RS01835","acetamidase/formamidase family protein","WP_054019934.1"
"lcl_NZ_CP166677.1_cds_WP_054019935.1_365",NA,"ABFT21_RS01840","Bug family tripartite tricarboxylate transporter substrate binding protein","WP_054019935.1"
"lcl_NZ_CP166677.1_cds_WP_054019936.1_366",NA,"ABFT21_RS01845","SDR family oxidoreductase","WP_054019936.1"
"lcl_NZ_CP166677.1_cds_WP_197284623.1_367",NA,"ABFT21_RS01850","c-type cytochrome","WP_197284623.1"
"lcl_NZ_CP166677.1_cds_WP_054019937.1_368",NA,"ABFT21_RS01855","hypothetical protein","WP_054019937.1"
"lcl_NZ_CP166677.1_cds_WP_082368209.1_369",NA,"ABFT21_RS01860","prolyl oligopeptidase family serine peptidase","WP_082368209.1"
"lcl_NZ_CP166677.1_cds_WP_054019938.1_370",NA,"ABFT21_RS01865","SAM-dependent methyltransferase","WP_054019938.1"
"lcl_NZ_CP166677.1_cds_WP_054019939.1_371",NA,"ABFT21_RS01870","inorganic phosphate transporter","WP_054019939.1"
"lcl_NZ_CP166677.1_cds_WP_054019940.1_372",NA,"ABFT21_RS01875","DUF47 domain-containing protein","WP_054019940.1"
"lcl_NZ_CP166677.1_cds_WP_054019941.1_373",NA,"ABFT21_RS01880","LysR family transcriptional regulator","WP_054019941.1"
"lcl_NZ_CP166677.1_cds_WP_054019942.1_374",NA,"ABFT21_RS01885","alpha/beta hydrolase domain-containing protein","WP_054019942.1"
"lcl_NZ_CP166677.1_cds_WP_054019943.1_375",NA,"ABFT21_RS01890","acyclic terpene utilization AtuA family protein","WP_054019943.1"
"lcl_NZ_CP166677.1_cds_WP_054019944.1_376",NA,"ABFT21_RS01895","AtuA-related protein","WP_054019944.1"
"lcl_NZ_CP166677.1_cds_WP_054019945.1_377",NA,"ABFT21_RS01900","Bug family tripartite tricarboxylate transporter substrate binding protein","WP_054019945.1"
"lcl_NZ_CP166677.1_cds_WP_054019946.1_378",NA,"ABFT21_RS01905","tannase/feruloyl esterase family alpha/beta hydrolase","WP_054019946.1"
"lcl_NZ_CP166677.1_cds_WP_054019947.1_379",NA,"ABFT21_RS01910","succinylglutamate desuccinylase/aspartoacylase domain-containing protein","WP_054019947.1"
"lcl_NZ_CP166677.1_cds_WP_054019948.1_380",NA,"ABFT21_RS01915","ABC transporter permease","WP_054019948.1"
"lcl_NZ_CP166677.1_cds_WP_054020091.1_381",NA,"ABFT21_RS01920","ABC transporter permease","WP_054020091.1"
"lcl_NZ_CP166677.1_cds_WP_082368210.1_382",NA,"ABFT21_RS01925","ABC transporter substrate-binding protein","WP_082368210.1"
"lcl_NZ_CP166677.1_cds_WP_054019949.1_383","yfiR","ABFT21_RS01930","regulatory sequestration protein YfiR","WP_054019949.1"
"lcl_NZ_CP166677.1_cds_WP_054019950.1_384","dgcN","ABFT21_RS01935","diguanylate cyclase DgcN/YfiN","WP_054019950.1"
"lcl_NZ_CP166677.1_cds_WP_231638093.1_385","yfiB","ABFT21_RS01940","outer membrane lipoprotein YfiB","WP_231638093.1"
